,0,1,2,
22,병역으로 사기치는 애들은 그냥 다 패는게 답이잖아,1,"['병역', '으로', '사기', '치', '는', '애', '들', '은', '그냥', '다', '패', '는', '것', '이', '답', '이', '잖아']",패
23,느개비랑 사이좋게 복상사로 쌍 재기해라 ^^,1,"['?', '느개비', '랑', '사이좋', '게', '복', '상사', '로', '쌍', '재기', '하', '어라', '^^']","느개비,재기"
24,느개비 쫄딱 망해서 같이 꼭 듸지길 바랄게! ^^,1,"['느개비', '쫄딱', '망하', '어서', '같이', '꼭', '듸지', '이', '기', 'ᆯ', '바라', 'ᆯ게', '!', '^^']","느개비,듸지,뒤지"
25,환경 생각할 거면 그냥 인류가 다 자살해야지,1,"['환경', '생각', '하', 'ᆯ', '거', '이', '면', '그냥', '인류', '가', '다', '자살', '하', '어야지']",자살
26,"하긴, 환경충들은 환경을 위해 자살할 용기도 없는 위선자니까",1,"['하긴', ',', '환경', '충', '들', '은', '환경', '을', '위하', '어', '자살', '하', 'ᆯ', '용기', '도', '없', '는', '위선자', '니까']",자살
27,맞아 그냥 다 죽여버리는게 답이지,1,"['맞', '어', '그냥', '다', '죽이', '어', '버리', '는', '것', '이', '답', '이', '지']","죽이,버리"
28,부끄러운 짓인줄은 아나보네 머갈통에 써붙이고 다니지 사회 암적인 것들 페미련,1,"['부끄럽', '은', '짓', '이', 'ᆫ', '줄', '은', '알', '나', '보', '네', '머', '가', 'ᆯ', '통', '에', '쓰', '어', '붙이', '고', '다니', '지', '사회', '암', '적', '이', 'ᆫ', '것', '들', '페미련', 'ㅉㅉ']","머,통,머갈통,페미련"
29,"머가리 딸려서 대학도 못 갔으면 기술이라도 배우지, 한심하게 뭐하냐?",1,"['머가리', '딸리', '어서', '대학', '도', '못', '가', '었', '으면', '기술', '이', '라도', '배우', '지', ',', '한심', '하', '게', '뭐', '하', '냐', '?']","머가리,딸리"
30,주인이 돈 생각하는 꽁치련이아서 아프면 그냥 뒈지야겠네ㅋㅋ,1,"['니', '애완견', '불쌍하', '노', 'ㅋㅋ', '주인', '이', '돈', '생각', '하', '는', '꽁치련이아라', '아프', '면', '그냥', '뒈지', '야', '겠', '네', 'ㅋㅋ']","꽁치련이어서,꽁치련,뒈지"
31,아니 씻팔 야근시키면서 저녁도 사비로 먹으라잖아,1,"['아니', '씻', '팔', '야근', '시키', '면서', '저녁', '도', '사비', '로', '먹', '으라', '잖아']","씻,팔,씻팔"
32,저런것들 다 진짜 패버리고 반죽여놔야돼,1,"['저런', '것', '들', '다', '진짜', '패', '어', '버리', '고', '반', '죽이', '어', '놓', '어야', '되', '어']","패,버리,죽이"
33,우리 아빠 말하는 거 보면 뚝배기 깨버리고 싶어,1,"['우리', '아빠', '말', '하', '는', '거', '보', '면', '뚝배기', '깨', '어', '버리', '고', '싶', '어']","뚝배기,깨"
34,늙은 개저씨들 다 똑같아 아빠고 나발이고 필요없어,1,"['늙', '은', '개저씨', '들', '다', '똑같', '어', '아빠', '이', '고', '나발', '이', '고', '필요', '없', '어']",개저씨
35,어차피 아빠같은 놈들이 밖에서도 그럴 텐데 죽이는 게 빠를듯,1,"['어차피', '아빠', '같', '은', '놈', '들', '이', '밖', '에서', '도', '그렇', '을', '터', '이', 'ᆫ데', '죽이', '는', '것', '이', '빠르', 'ᆯ', '듯']",죽이
36,"두 손, 두 발을 모두 아작내야 해",1,"['두', '손', ',', '두', '발', '을', '모두', '아작내야', '하', '어']",아작내야
37,너같은 한입만충들은 다시는 말 못하게 입을 확 찢어버려야 해.,1,"['너', '같', '은', '한', '입', '만', '충', '들', '은', '다시', '는', '말', '못', '하', '게', '입', '을', '확', '찢', '어', '버리', '어야', '하', '어', '.']","충,찢,버리"
38,그 쪽바리들이 한짓을 생각하면 섬을 폭파시켜고 시원찮겠다,1,"['그', '쪽바리', '들', '이', '하', 'ᆫ', '짓', '을', '생각', '하', '면', '섬', '을', '폭파', '시키', '어', '고', '시원찮', '겠', '다']",쪽바리
39,하긴 성공했으면 대꺠문국뽕 벼웅신들 촞발광 떠는꼴 봐야했을듯,1,"['하긴', '성공', '하', '었', '으면', '대꺠문국뽕', '벼웅신들', '촞', '발광', '떨', '는', '꼴', '보', '어야', '하', '었', '을', '듯']","벼웅신들,병신들"
40,잼민이들 뚝배기 깨버리고 싶네,1,"['잼민', '이', '들', 'ᆯ', '뚝배기', '깨', '어', '버리', '고', '싶', '네']",뚝배기
41,우웩 짐승같은 것들 다 언제 뒤져,1,"['우웩', '짐승', '같', '은', '것', '들', '다', '언제', '뒤지', '어']","짐승,뒤지"
42,개 토나온다 머가리 반으로 쪼개 버리기전에,1,"['아', '이', '야구', '잼', '민', '이', '들', 'ᆯ', 'ㄹㅇ', '개', '토', '나오', 'ᆫ다', '머가리', '반', '으로', '쪼개', '어', '버리', '기', '전', '에']","토,머가리,토나온다"
43,교수샛기들 딱봐도 치매온거같은데 아는 척 하는 거 보면 걍 지건 쥰내게 마려움,1,"['교수샛기들', '딱', '보', '어도', '치매', '오', 'ᆫ', '거', '같', '은데', '알', '는', '척', '하', '는', '거', '보', '면', 'ㅋㅋ', '걍', '지', '이', '건', '쥰내게', '마렵', '음']","교수샛기들,샛기"
44,이번에 뽑은 신입이 무통보 잠수 탔어요; 미치갱이인가봐요 완전,1,"['이번', '에', '뽑', '은', '신입', '이', '무', '통보', '잠수', '타', '었', '어요', ';', '미치갱이', '이', 'ᆫ가', '보', '어요', '완전']",미치갱이
45,어휴 뵹신아 넌 뭐만 하면 코로나래? 그렇게 걱정되면 쳐싸돌아댕기지마,1,"['어휴', '뵹신', '아', '너', 'ᆫ', '뭐', '만', '하', '면', '코로나', '이', '래', '?', '그렇게', '걱정', '되', '면', '쳐싸', '돌아댕기', '지', '말', '어']","뵹신,병신,븅신"
46,한번만 더 말하면 혀 뽑아버린다,1,"['한', '번', '만', '더', '말', '하', '면', '혀', '뽑', '어', '버리', 'ᆫ다']","뽑,뽑아"
47,솔직히 줫같이 생겨서 벌레 취급 받는 것보다 성형이 낫지 않아?,1,"['솔직히', '줫', '같이', '생기', '어서', '벌레', '취급', '받', '는', '것', '보다', '성형', '이', '낫', '지', '않', '어', '?']","줫,줫같이,벌레"
48,그조교놈하고 교수자석하고 싸그리 아죽탱을 찢고싶네,1,"['그', '조교', '놈', '하고', '교수', '자석', '하', '고', '싸그리', '아죽탱', '을', '찢', '고', '싶', '네']","아죽탱,찢,아가리"
49,대깨문타령 하는 것들 다 패주고 싶다,1,"['대깨문타령', '하', '는', '것', '들', '다', '패', '어', '주', '고', '싶', '다']",패
50,에휴 쯧 뵹신샛끼 그러게 할 일 미리미리 좀 하라고 ㅋㅋ 죤나 니 인생 한심하다 진짜,1,"['에휴', '쯧', '뵹신샛끼', '그러', '게', '하', 'ᆯ', '일', '미리미리', '좀', '하', '라고', 'ㅋㅋ', '죤나', '이', '니', '인생', '한심', '하', '다', '진짜']","뵹신샛끼,병신새끼,죤나"
51,진짜 왜 사람들이 한남한남 거리는지 알겠네. 버러지 같은 자식.,1,"['진짜', '왜', '사람', '들', '이', '한남', '한남', '거리', '는', '지', '알', '겠', '네', '.', '버러지', '같', '은', '자식', '.']",버러지
52,사지 절단해서 오체 불만족으로 만들면 방송에 그만 나올까?,1,"['사지', '절단', '하', '어서', '오체', '불', '만족', '으로', '만들', '면', '방송', '에', '그만', '나오', 'ᆯ까', '?']",절단
53,착짱죽짱이 괜히 있는 말이 아닌가보네,1,"['착짱죽', '짱', '이', '괜히', '있', '는', '말', '이', '아니', 'ᆫ가', '보', '네']","착짱죽,착짱죽짱"
54,야 죽고 싶냐? 말을 왜 그따구로 해,1,"['야', '죽', '고', '싶', '냐', '?', '말', '을', '왜', '그따구', '로', '하', '어']","죽,그따구"
55,시발 너도 이제 늙었나 보다 할매련 그냥 이제 뒤지는 일만 남았네?,1,"['리', '발', '너', '도', '이제', '늙', '었', '나', '보', '다', '하', 'ᆯ', '매', '이', '려', 'ᆫ', '그냥', '이제', '뒤지', '는', '일', '만', '남', '었', '네', '?']","시발,매,려,할매련,뒤지"
56,난 상관없는데? 친구끼리 장난이잖아! 시발련 또 쿵쾅거려ㅠ,1,"['나', 'ᆫ', '상관없', '는', '데', '?', '친구', '끼리', '장난', '이', '잖아', '!', '리발련', '또', '쿵쾅거리', '어', 'ㅠ']","리발련,시발련"
57,힙스터를 죽이는 건 법적으로 허용해야 한다고 본다.,1,"['힙스터', '를', '죽이', '는', '거', 'ᆫ', '법', '적', '으로', '허용', '하', '어야', '하', 'ᆫ다고', '보', 'ᆫ다', '.']",죽이
58,진짜 차긁고가는 십샛기들은 진짜 양심도 없는 개쓰레기샛기들임,1,"['진짜', '차', '어', '긁', '고', '가', '는', '십샛기', '들', '은', '진짜', '양심', '도', '없', '는', '개쓰레기샛기들임']","십샛기,십새끼,개쓰레기샛기들임,쓰레기샛기"
59,"그러면 담배를 피지 말아야지, 왜 자살 행위하고 민폐까지 끼침?",1,"['그러', '면', '담배', '를', '피', '지', '말', '어야지', ',', '왜', '자살', '행위', '하고', '민폐', '까지', '끼치', 'ᆷ', '?']",자살
60,차로 들이 받을 수도 없고 빡치네 전화해보자,1,"['차로', '들', '이', '받', '을', '수', '도', '없', '고', '빡치', '네', '전화', '하', '어', '보', '자']",빡치
61,저런 여자는 남편한테 처맞아야 정신을 차릴 듯 ㅋㅋㅋ,1,"['저런', '여자', '는', '남편', '한테', '처', '맞', '어야', '정신', '을', '차리', 'ᆯ', '듯', 'ㅋㅋㅋ']","처,맞,처맞아야"
62,메탄가스 뿜는 소보다 니가 더 추접스럽고 짐승같아,1,"['메탄가스', '뿜', '는', '소', '보다', '니', '가', '더', '추접', '스럽', '고', '짐승', '같', '어']","추접,짐승"
63,"응, 강냉이 다 털어버리고 싶더라",1,"['응', ',', '강냉이', '다', '털', '어', '버리', '고', '싶', '더라']","강냉이,털"
64,계속 읊으면 니 모가지 따버릴 거야,1,"['계속', '읊', '으면', '니', '모가지', '따', '어', '버리', 'ᆯ', '거', '야']","모가지,따"
65,그걸 예술이라고 꼴깝을 떨고 있지,1,"['그거', 'ᆯ', '예술', '이', '라고', '꼴깝', '을', '떨', '고', '있', '지']",꼴깝
66,저렇게 머리가 텅텅 빈 계집애가 예쁘지도 않았으면 자살해야 할 거 아니야 ㅋㅋㅋ,1,"['저렇', '게', '머리', '가', '텅텅', '비', 'ᆫ', '계집애', '가', '예쁘', '지', '도', '않', '었', '으면', '자살', '하', '어야', '하', 'ᆯ', '거', '아니', '야', 'ㅋㅋㅋ']",자살
67,뭐? 이놈이 덜 쳐 맞았나 그 돈이 무슨돈인데 이놈아,1,"['뭐', '?', '이', '놈', '이', '덜', '치', '어', '맞', '었', '나', '그', '돈', '이', '무슨', '돈', '이', 'ᆫ데', '이놈', '아']",맞
68,다 쳐죽여 버리고 싶어,1,"['다', '치', '어', '죽이', '어', '버리', '고', '싶', '어']",죽이
69,아 십알 방귀 냄새; 설사 지렸냐? 무슨 냄새가 이런 잣같은 냄새가 나,1,"['아', '십', '알', 'ᆯ', '방귀', '냄새', ';', '설사', '지렸냐', '?', '무슨', '냄새', '가', '이런', '잣', '같', '은', '냄새', '가', '나', '어']","십,알,시발,십알,잣,잣같은"
70,미안 십알 생리현상 가지고 그렇게 지랄을 하냐 .. 오늘 소화가 안되네,1,"['미안', '십', '알', '생리', '현상', '가지', '고', '그렇', '게', '지', 'ᆯ', '알', '을', '하', '냐', '..', '오늘', '소화', '가', '안', '되', '네']","십,알,시발,십알,지랄"
71,끝까지 빽빽거리는 것들은 그냥 죽게 냅두고ㅋㅋ,1,"['끝', '까지', '빽빽', '거리', '는', '것', '들', '은', '그냥', '죽', '게', '냅두', '고', 'ㅋㅋ']","죽,죽게"
72,개념없이 후원하는 개돼지들 수준.,1,"['예쁘', 'ᆫ', '여', 'bj', '랑', '밥', '한', '번', '먹', '으려고', '개념', '없이', '후원', '하', '는', '개돼지', '들', '수준', '.']",개돼지
73,오늘 조폭돼지문신충 카페 와서 멍 크게 떠들고 마스크도 안 써서 사장님이랑 나랑 돌아가면서 마스크 착용 말하고 다녔데 멍 화남,1,"['오늘', '조폭', '돼지', '문신', '충', '카페', '오', '어서', '멍', '크', '게', '떠들', '고', '마스크', '도', '안', '쓰', '어서', '사장', '님', '이랑', '나', '랑', '돌아가', '면서', '마스크', '착용', '말', '하', '고', '다니', '었', '데', '멍', '화나', 'ᆷ']","조폭,돼지,문신,조폭돼지문신충"
74,근데 지 여자친구도 똑같더라 문신충에 줄라 삐쩍 꼴았음 머가리 끼리끼리 만난 듯,1,"['근데', '지', '여자', '친구', '도', '똑같', '더라', '문', '신충', '에', '주', 'ᆯ라', '삐쩍', '꼴았음', '머가리', '끼리끼리', '만나', 'ᆫ', '듯']","문,신충,문신충"
75,내 동생이였으면 농담안하고 죽였어,1,"['나', '의', '동생', '이', '였', '으면', '농담', '안', '하', '고', '죽이', '었', '어']",죽이
76,단체로 정신나간 것들인가,1,"['단체', '로', '정신', '나가', 'ᆫ', '것', '들', '이', 'ᆫ가', ';', '기름', '붓', '고', '불', '지르', '어', '주', '었', '어야', '되', '는', '데']","정신,나가"
77,이기적이고 생각없는 놈들 놀이기구 타다가 추락사해라,1,"['이기', '적', '이', '고', '생각', '없', '는', '놈', '들', '놀이기구', '타', '다가', '추락사', '하', '어라']",추락사
78,즈그 부모 믿고 세상 무서운 줄 모르는 존재들 다 죽여버려야 해,1,"['즈그', '부모', '믿', '고', '세상', '무섭', '은', '줄', '모르', '는', '존재', '들', '다', '죽이', '어', '버리', '어야', '하', '어']",죽이
79,노래 하나 못 부르는 찐따새끼,1,"['노래', '하나', '못', '부르', '는', '찐따새낔', 'ㅋ']","찐따,찐따새끼"
80,너는 어미도 없는데 돈 까지 없으면 어떡하냐?,1,"['너', '는', '어미', '도', '없', '는', '데', '돈', '까지', '없', '으면', '어떡하', '냐', '?']",어미
81,범죄자 놈들은 가죽을 벗겨서 죽여야 해,1,"['범죄자', '놈', '들', '은', '가죽', '을', '벗기', '어서', '죽이', '어야', '하', '어']","범죄자,가죽,벗기"
82,죄 없는 사람 족치겠다는 소리를 당당하게 하시네요?,1,"['죄', '없', '는', '사람', '족치', '겠', '다는', '소리', '를', '당당', '하', '게', '하', '시', '네요', '?']","족치,족치겠다는"
83,하긴ㅋ 그런 목소리 들으면 재떨이로 뚝배기 깨주고 싶어지긴 하지.,1,"['하긴', 'ㅋ', '그렇', '은', '목소리', '듣', '으면', '재떨이', '로', '뚝배기', '깨', '어', '주', '고', '싶', '어', '지', '기', 'ᆫ', '하', '지', '.']",뚝배기
84,보이스피싱하는 놈들은 전화줄로 목을 감아서 죽여버려야해,1,"['보이스피싱', '하', '는', '놈', '들', '은', '전화', '줄', '로', '목', '을', '감', '어서', '죽이', '어', '버리', '어야', '하', '어']",죽이
85,둘 다 간첩 샛끼들인데 누굴 욕하겠냐.,1,"['둘', '다', '간첩', '샛끼', '들', '이', 'ᆫ데', '누구', 'ᆯ', '욕하', '겠', '냐', '.']","간첩,샛끼,새끼"
86,원래 옛날에는 저런 애들 동네에서 만나면 바로 뺨따구 날아갔지~,1,"['원래', '옛날', '에', '는', '저런', '애', '들', '동네', '에서', '만나', '면', '바로', '뺨', '따', '구', '날아가', '었', '지', '~']","뺨,따,구,뺨따구"
87,진짜 세상 좋아져서 저런 도라희들도 겁 없이 돌아다닌다.,1,"['진짜', '세상', '좋', '어', '지', '어서', '저런', '도라희', '들', '도', '겁', '없이', '돌아다니', 'ᆫ다', '.']","도라희,도라이"
88,아오 나 어릴 때는 저렇게 돌아다니면 면상에 칼빵 놨지.,1,"['아오', '나', '어리', 'ᆯ', '때', '는', '저렇', '게', '돌아다니', '면', '면상', '에', '칼', '빵', '놓', '었', '지', '.']","면상에,칼,빵,칼빵"
89,양쪽 다리를 잘라서 집 밖으로 못 나가게 해야지,1,"['양', '쪽', '다리', '를', '자르', '어서', '집', '밖', '으로', '못', '나가', '게', '하', '어야지']","자르,잘라서"
90,교수들 다 뚝배기 깨고 싶다,1,"['교수', '들', '다', '뚝배기', '깨', '고', '싶', '다']",뚝배기
91,"개발 되서 친중, 친북하는 좌파들 머리통을 다 깨버려야지",1,"['개발', '되서', '친중', ',', '친북', '하', '는', '좌파', '들', '머리', '통', '을', '하', '다', '깨', '어', '버리', '어야지']","머리,머리통,깨"
92,난 한 번에 안 죽이고 고문시키다가 죽이면 좋겠는데,1,"['ㅋㅋㅋ', '나', 'ᆫ', '한', '번', '에', '안', '죽이', '고', '고문', '시키', '다가', '죽이', '면', '좋', '겠', '는데']","고문,죽이"
93,이래서 맘충이 문제라니까 충 답게 에프킬라로 조지면 얼마나 좋을까,1,"['이렇', '어서', '맘', '충', '이', '문제', '이', '라니까', '충', '답', '게', '에프킬라', '로', '조지', '면', '얼마나', '좋', '을까']",조지
94,사상 검증 한번씩 싹~해서 이상한애들 모조리 몽둥이로 패죽여야지,1,"['사상', '검증', '한', '번', '씩', '싹', '~', '하', '어서', '이상', '하', 'ᆫ', '애', '들', '모조리', '몽둥이', '로', '패', '어', '죽이', '어야지']","몽둥이,패"
95,암표상들 다 땅파서 생매장 시켜버려야함,1,"['암', '표상', '들', '다', '땅', '파', '어서', '생', '마장', '시키', '어', '버리', '어야', '하', 'ᆷ']",생매장
96,안 그래도 괘씸해서 걔 살인하고 탈덕할까 생각 중,1,"['안', '그래도', '괘씸하', '어서', '걔', '살인', '하', '고', '탈', '덕', '하', 'ᆯ까', '생각', '중']",살인
97,그럼 니는 전생에 미성년자들 칼로 찌르고 다녔나 보네,1,"['그럼', '니', '는', '전생', '에', '미성년', '자', '들', '칼', '로', '찌르', '고', '다니', '었', '나', '보', '네']","칼,찌르"
98,너는 못생긴 감자 닮았거든?,1,"['너', '는', '못생기', 'ᆫ', '감자', '닮', '었', '거든', '?']","못생기,못생긴"
99,나라 경제 다 망치고 시발럼이 개팰려다가 참았어,1,"['나라', '경제', '다', '망치', '고', '시', '1', '발', '럼', '이', '개', '어', '패', 'ᆯ려다가', '참', '었', '어']",시발럼
100,남한테 민폐 끼치는 놈들 그냥 다 묻어서 거름 됐으면 좋겠어.,1,"['남', '한테', '민폐', '끼치', '는', '놈', '들', '그냥', '다', '묻', '어서', '거름', '되', '었', '으면', '좋', '겠', '어', '.']","묻,거름"
101,도둑년 심보 아님? 나 결혼하는데 그런 식으로 하면 걔네 부모랑 걔 뺨 다 때리고 결혼 엎는다.,1,"['도둑', '냔', '심보', '아니', 'ᆷ', '?', '나', '결혼', '하', '는', '데', '그런', '식', '으로', '하', '면', '걔', '네', '부모', '랑', '걔', '뺨', '다', '때리', '고', '결혼', '엎', '는다', '.']","도둑,도둑년,뺨"
102,미친년이 남자랑 단둘이서 술마시러 간다길래 헤어짐,1,"['미칭룐', '이', '남자', '랑', '단', '둘', '이서', '술', '마시', '러', '가', 'ᆫ다', '길래', '헤어지', 'ᆷ']","미칭룐,미친년"
103,시위하다가 걍 길거리에서 뒤지셨으면,1,"['시위', '하', '다가', '걍', '길거리', '에서', '뒤지', '시', '었', '으면', '^^']",뒤지
104,전형적인 TK 꼴통 노답들은 다같이 손잡고 한강으로 뛰어내려야 함.,1,"['인정', 'ㅋㅋㅋ', '전형', '적', '이', 'ᆫ', 'TK', '꼴통', '노답', '들', '은', '다', '같이', '손잡', '고', '한강', '으로', '뛰어내리', '어야', '하', 'ᆷ', '.']","꼴통,노답"
105,일단 때려보면 알아서 복종한다니까,1,"['일단', '때리', '어', '보', '면', '알', '어서', '복종', '하', 'ᆫ다니까']","때리,복종"
106,그 새끼들은 지가 뭘 잘못한지도 모르는 무뇌들임,1,"['그', 'ㅅㄲ', '듣', '은', '지', '가', '뭐', 'ᆯ', '잘못', '하', 'ᆫ', '지', '도', '모르', '는', '무뇌', '들', '이', 'ᆷ']","새끼,무뇌"
107,뺑소니 당해서 일가족 몰살 당했으면 좋겠네,1,"['뺑소니', '당하', '어서', '일가족', '몰살', '당하', '었', '으면', '좋', '겠', '네']","뺑소니,몰살"
108,다 사형시켜야 해 그런 싸패들 근데 꼭 남자더라,1,"['다', '사형', '시키', '어야', '하', '어', '그런', '싸패', '들', '근데', '꼭', '남자', '더라']","사형,싸패"
109,그런 애들 모가지를 비틀고 싶다,1,"['그런', '애', '들', '모가지', '를', '비틀', '고', '싶', '다']","모가지,비틀"
110,양심이 뒤진건 확실하네,1,"['양심', '이', '뒤지', 'ᆫ', '거', 'ᆫ', '확실하', '네']",뒤지
111,노조 새끼들 일 개대충하네,1,"['노조', 'ㅅㄲ', '들', '일', '개', '대충', '하', '네']",새끼
112,오냐오냐 해주니깐 뭐라도 된 듯 설치는게 존나 미개하다,1,"['오냐오냐', '하', '어', '주', '니깐', '뭐', '이', '라도', '되', 'ᆫ', '듯', '설치', '는', '것', '이', 'ㅈㄴ', '미개', '하', '다']","존나,미개"
113,"에휴 배가 불렀으니 하라는 일은 안하고, 씹새끼들",1,"['에휴', '배', '가', '부르', '었', '으니', '하', '라는', '일', '은', '안', '하', '고', 'ㅋㅋ', '씹', 'ㅅㄲ', '들']","씹새끼,씹새끼들"
114,저런 애들 칼빵 안 놔주고,1,"['저런', '애', '들', '칼', '빵', '안', '놔주', '고']","칼,빵,칼빵"
115,아이 씨 내가 니돈 떼먹냐 갚는다했잖아 그거하나 못빌려주냐 쫌생아,1,"['아이', '씨', '나', '가', '니', '돈', '떼먹', '냐', '갚', '는', '다', '하', '었', '잖아', '그거', '하나', '못', '빌려주', '냐', '쫌생', '아']","쫌생,쫌생아"
116,대가리에 총 맞고 싶나 보네?,1,"['대가리', '에', '총', '맞', '고', '싶', '나', '보', '네', '?']","대가리,총"
117,말 안 들어서 부모가 후드려 팼겠지 내버려 둬,1,"['말', '안', '듣', '어서', '부모', '가', '후', '드리', '어', '패', '었', '겠', '지', '내버리', '어', '두', '어']",패
118,넌 그렇게 함부로 입 털다가는 내 손에 골로 갈 줄 알아라,1,"['너', 'ᆫ', '그렇', '게', '함부로', '입', '털', '다가', '는', '나', '의', '손', '에', '골', '로', '가', 'ᆯ', '줄', '알', '어라']","털,골"
119,트럭 밑에 깔아놓고 뭉개버려야됨,1,"['포켓몬', '도', '아니', '고', '줍', '어', '더', '팔', '네', 'ㅉㅉ', '트럭', '밑', '에', '깔', '어', '놓', '고', '뭉개', '어', '버리', '어야', '되', 'ᆷ']","뭉개,버리"
120,저런 애들은 그냥 연육기에 넣고 다져야 해,1,"['저런', '애', '들', '은', '그냥', '연육', '기', '에', '넣', '고', '다', '지', '어야', '하', '어']","연육,연육기"
121,이런 기사 쓰는 애들은 손가락 다 뽑아도 합법임,1,"['이런', '기사', '쓰', '는', '애', '들', '은', '손가락', '다', '뽑', '어도', '합법', '임']","뽑,뽑아도"
122,아 근데 시발 조현병 걸린 사람은 걸어다니는 시한 폭탄 아님?,1,"['아', '근데', '야', '발', '조현병', '걸리', 'ᆫ', '사람', '은', '걷', '어', '다니', '는', '시한', '폭탄', '아니', 'ᆷ', '?']","시발,폭탄"
123,못생기면 굳이 언쟁이 없어도 죽이고 싶어.,1,"['못생기', '면', '굳이', '언쟁', '이', '없', '어도', '죽이', '고', '싶', '어', '.']","죽이,죽이고"
124,차라리 맞아서 피죽인 얼굴이 나을 수도 있어.,1,"['차라리', '맞', '어서', '피죽', '이', 'ᆫ', '얼굴', '이', '낫', '을', '수', '도', '있', '어', '.']","피죽,피죽인,맞"
