,0,1,2
68,비트박스 하는 애들 어떻게 생각해 ?,0,"['비트', '박스', '하', '는', '애', '들', '어떻', '게', '생각', '하', '어', '?']"
69,와 난 되게 멋지게 생각하고 있었는데 너는 이상하게 생각하는구나,0,"['오', '어', ' ', '나', '?', '되게', '멋지', '게', '생각', '하', '고', '있', '었', '는', '데', '너', '는', '이상', '하', '게', '생각', '하', '는', '구나']"
70,폭행인데 고의가 아니라는건 무슨말이지?,0,"['폭행', '이', '?데', '고의', '가', '아니', '라는', '거', '?', '무슨', '말', '이', '지', '?']"
71,그냥 쳐놓고 실수였어요 이랬겠지,0,"['그냥', '치', '어', '놓', '고', '실수', '이', '었', '어요', '이렇', '었', '겠', '지', ' ']"
72,야 진짜 옛날에는 경찰들 비리 어마어마 했대.,0,"[' ', '이', '야', '진짜', '옛날', '에', '는', '경찰', '들', '비리', '어마어마', '하', '었', '대', '.']"
73,이거 보면 죽는 영상 아니냐,0,"['이거', '보', '면', '죽', '는', '영상', '아니', '냐']"
74,아니 클수도 있지 왜그래?,0,"['아니', '크', '?', '수', '도', '있', '지', '왜', '그렇', '어', '?']"
75,너 말 듣고 나니까 기분이 좀 안좋아지려고해,0,"['너', '말', '듣', '고', '나', '니까', '기분', '이', '좀', '안', '좋', '어', '지', '려고', '하', '어']"
76,그 여자 10살 연하를 만난대,0,"['그', '여자', '10', '살', '연하', '를', '만나', '?대']"
77,미용실 가서 머리 망치는 애들 보면 어떻게 생각해 ?,0,"['미용실', '가', '어서', '머리', '망치', '는', '애', '들', '보', '면', '어떻', '게', '생각', '하', '어', '?']"
78,너느 말을 그렇게 하냐 망할수도 있지 너의 말에 공감 할수가 없어,0,"['너느', '말', '을', '그렇', '게', '하', '냐', '망하', '?', '수', '도', '있', '지', '너', '의', '말', '에', '공감', '하', '?', '수', '가', '없', '어']"
79,저런 기사 쓰는거 보니 기자되기 참 쉽다,0,"['저런', '기사', '쓰', '는', '거', '보', '니', '기자', '되', '기', '참', '쉽', '다']"
80,오늘 뉴스 봄?,0,"['오늘', '뉴스', '보', '?', '?']"
81,요즘 경상도에서 사건사고 많이 터지네,0,"['요즘', '경상도', '에서', '사건', '사고', '많이', '터지', '네']"
82,아.. 그러긴 한데 정말 열심히 준비했더라,0,"['아', '..', '그러', '기', '?', '하', '?데', '정말', '열심히', '준비', '하', '었', '더라']"
83,계속 노는 줄만 알았는데 그게 아니었나 보네,0,"['계속', '놀', '는', '줄', '만', '알', '었', '는데', '그것', '이', '아니', '었', '나', '보', '네']"
84,응 옆에서 지켜봤는데 고생 정말 많이 했어,0,"['응', '옆', '에서', '지켜보', '었', '는', '데', '고생', '정말', '많이', '하', '었', '어']"
85,내년에는 꼭 붙었으면 좋겠다,0,"['내년', '에', '는', '꼭', '붙', '었', '으면', '좋', '겠', '다']"
86,아이한테 화내지 마세요,0,"['아이', '한테', '화', '내', '지', '말', '세요']"
87,말로 이야기 하셔도 충분합니다.,0,"['말', '로', '이야기', '하', '시', '어도', '충분하', '?니다', '.']"
88,아이들은 감정 쓰레기통이 아니예요,0,"['아이', '들', '은', '감정', '쓰레기통', '이', '아니', '예요']"
89,그냥 가던길 가세요,0,"['그냥', '가', '던', '길', '가', '세요']"
90,이제야 일본 총리랑 대통령이랑 통화한대,0,"['이제야', '일본', '총리', '랑', '대통령', '이랑', '통화', '하', '?대']"
91,참 얼어붙은 관계가 오래 가는구나.,0,"['참', '얼어붙', '은', '관계', '가', '오래', '가', '는', '구나', '.']"
92,북한한테 하는 거 반만 해도 이미 화해했을걸,0,"['북한', '한테', '하', '는', '거', '반', '만', '하', '어도', '이미', '화해', '하', '었', '을', '거', '?']"
93,그나마 낫네.,0,"['그나마', ' ', '보다', '낫', '네', '.']"
94,대학이 쓰레기 취급받는데 당연히 바로잡아야지.,0,"['대학', '이', '쓰레기', '취급', '받', '는', '데', '당연히', '바로잡', '어야지', '.']"
95,똥통대학이라고 했는데.,0,"[' ', '는', '똥통', '대학', '이', '라고', '하', '었', '는데', '.']"
96,이 유튜버 뭐냐?,0,"['이', ' ', '유튜버', '뭐', '이', '냐', '?']"
97,왜 또 어그로 끔?,0,"['왜', '또', '어그', '로', '끄', '?', '?']"
98,아니 김치를 파오차이라고 표기 하잖아,0,"['아니', '김치', '를', '파오차', '이', '라고', '표기', '하', '잖아']"
99,아니 그게 뭔 소리래?,0,"['아니', '그것', '이', '뭔', '소리', '이', '래', '?']"
100,심장병 있다니까 거짓말로 들려? 넌 안 아파봐서 그렇지. 저만 안다니까.,0,"['심장병', '있', '다니까', '거짓말', '로', '들리', '어', '?', '너', '?', '안', '아프', '어', '보', '어서', '그렇', '지', '.', '저', '만', '알', '?다니까', '.']"
101,병 다 나았다며. 어제 농리공원에서 뛰어다닌 건 뭐니,0,"['병', '다', '낫', '었', '다며', '.', '어제', '농리', '공원', '에서', '뛰어다니', '?', '거', '?', '뭐', '니']"
102,은근 나이많다 진짜 동안이네,0,"[' ', '은', '근', '나이', '많', '다', '진짜', '동안', '이', '네']"
103,나는 살찐 여자는 좀 별로인 것 같아.,0,"['나', '는', '살찌', '?', '여자', '는', '좀', '별로', '이', '?', '것', '같', '어', '.']"
104,혹시 지우개좀 빌려줄 수 있니?,0,"[' ', '아', ',', '혹시', '지우개', '좀', '빌리', '어', '주', '?', '수', '있', '니', '?']"
105,"미안해, 내가 물건을 자주 잃어버려서...",0,"['미안', '하', '어', ',', '나', '가', '물건', '을', '자주', '잃', '어', '버리', '어서', '...']"
106,아니야! 알지도 못하면서 함부로 말하지 마.,0,"['아니야', '!', '알', '지', '도', '못하', '면서', '함부로', '말', '하', '지', '말', '어', '.']"
107,네가 달동네 사는 거 우리반에 모르는 애 없어.,0,"[' ', '너', '가', '달동네', '살', '는', '거', '우리', '반', '에', '모르', '는', '애', '없', '어', '.']"
108,"야, 또 지우개 빌려달란다.",0,"['야', ',', ' ', '또', '지우개', '빌리', '어', '달', '란다', '.']"
109,쟤는 또 시작이야?,0,"['쟤', '는', '또', '시작', '이', '야', '?']"
110,"그냥 빌려주지 마, 이 나쁜 자식들아.",0,"['그냥', '빌리', '어', '주', '지', '말', '어', ',', '이', '나쁘', '?', '자식', '들', '아', '.']"
111,"야, 이 자식 표정 보소? 한 대 치겠는데?",0,"['야', ',', '이', '자식', '표정', '보', '소', '?', '한', '대', '치', '겠', '는데', '?']"
112,55세 이상이면 사회복지를 이용할수 있다매?,0,"['55', '세', '이상', '이', '면', '사회', '복지', '를', '이용', '하', '?', '수', '있', '다매', '?']"
113,그러니까 말이야 왜 젊은사람들이 희생을 해야되냐고,0,"['그러니까', '말', '이', '야', '왜', '젊', '은', '사람', '들', '이', '희생', '을', '하', '어야', '되', '냐고', ' ']"
114,길 다시 복귀시켜라,0,"[' ', '길', '다시', '복귀', '시키', '어라']"
115,막장 아니면 안 볼 거면서 호박씨 까기는,0,"['막장', '아니', '면', '안', '보', '?', '거', '이', '면서', '호박씨', '까', '기', '는']"
116,말도 안 돼.,0,"['말', '도', '안', '되', '어', '.']"
117,난 백신 안 맞으래,0,"['나', '?', '백신', '안', '맞', '으래']"
118,왜 택배기사는 저학력자들이 많을까?,0,"['왜', '택배', '기사', '는', '저', '학력자', '들', '이', '많', '을까', '?']"
119,그건 그런 것 같네,0,"['그거', '?', '그런', '것', '같', '네']"
120,스우파 학교폭력으로 폭로 당했대,0,"['스우파', ' ', '학교', '폭력', '으로', '폭로', '당하', '었', '대']"
121,나 오늘 생일이다,0,"['나', '오늘', '생일', '이', '다']"
122,쟤 말투가 이상하지 않아?,0,"['쟤', '말투', '가', '이상', '하', '지', '않', '어', '?']"
123,"응, 사용하는 말투가 중국 말투같아",0,"['응', ',', '사용', '하', '는', '말투', '가', '중국', '말투', '같', '어']"
124,쟤 탈북민이래,0,"['쟤', '탈북민', '이', '래']"
125,왜? 뭐 문제 있어?,0,"['왜', '?', '뭐', '문제', '있', '어', '?']"
126,아침 출근길에 개똥 밟음 ,0,"['아침', '출근길', '에', '개', '어', '똥', '밟', '음', ' ']"
127,견주들은 똥 담을 봉투하나 들고 다니는게 그리 힘든건가,0,"['견', '주', '들', '은', '똥', '담', '을', '봉투', '하나', '들', '고', '다니', '는', '것', '이', '그리', '힘들', '?', '거', '?', '가', '어']"
128,내 친구 고등학생 때 물리 가르쳤던 선생님이랑 결혼한대,0,"['내', '친구', '고등학생', '때', '물리', '가르치', '었', '던', '선생', '님', '이랑', '결혼', '하', '?대']"
129,열세살이나 어린 애가 여자로 보이냐고,0,"['열세', '살', '이나', '어리', '?', '애', '가', '여자', '로', '보이', '냐고']"
130,와 그거 허락해 준 집안들도 신기하다,0,"['와', '그거', '허락', '하', '어', '주', '?', '집안', '들', '도', '신기하', '다']"
131,너는 왜 늘 그렇게 화가 나 있어? 진정해라.,0,"['너', '는', '왜', '늘', '그렇', '게', '화', '가', '나', '어', '있', '어', '?', '진정', '하', '어라', '.']"
132,우리 집에서 라면 먹고 갈 사람?,0,"['우리', '집', '에서', '라면', '먹', '고', '가', '?', '사람', '?']"
133,혼자 보기 아깝네,0,"['혼자', '보', '기', '아깝', '네', 'ㅁ ']"
134,강남에 사는 부자들의 특징이란 게 있다던데?,0,"['강남', '에', '살', '는', '부자', '들', '의', '특징', '이', '란', '것', '이', '있', '다던데', '?']"
135,"설마, 전부 그런 것은 아니겠지?",0,"['설마', ',', '전부', '그런', '것', '은', '아니', '겠', '지', '?']"
136,넌 착하게 살아라.,0,"['너', '?', '착하', '게', '살', '어라', '.']"
137,저기 너 전남친 지나간다.,0,"['저기', '너', '전', '남친', '지나가', '?다', '.']"
138,아니 밥을 몇개나 먹는거야.,0,"['아니', '밥', '을', '몇', '개', '나', '먹', '는', '거', '이', '야', '.']"
139,밥그릇이 너무 작잖아.,0,"['밥그릇', '이', '너무', '작', '잖아', '.']"
140,야 그거 기본 공기인데 무슨 소리야.,0,"['야', '그거', '기본', '공기', '이', '?데', '무슨', '소리', '이', '야', '.']"
141,진짜 말이 심하다 너.,0,"['진짜', '말', '이', '심하', '다', '너', '.']"
142,내가 틀린 말 했어?,0,"['나', '가', '틀리', '?', '말', '하', '었', '어', '?']"
143,아저씨 왜 여기다가 쓰레기를 버리세요,0,"['아저씨', '왜', '여기', '다가', '쓰레기', '를', '버리', '세요']"
144,여기다 버리던 말던 아줌마가 무슨상관이에요?,0,"['여기', '다', '버리', '던', '말', '던', '아줌마', '가', '무슨', '상관', '이', '에요', '?']"
145,저 앞에 쓰레기버리는데다가 가져다 버리세요,0,"['저', '앞', '에', '쓰레기', '버리', '는', '데', '다가', '가지', '어다', '버리', '세요']"
146,아줌마가 이땅 주인이라도 되요?,0,"['아줌마', '가', '이', '땅', '주인', '이', '라도', '되', '요', '?']"
147,신경쓰지 말고 아줌마 할일이나 하세요,0,"['신경', '쓰', '지', '말', '고', '아줌마', '하', '?', '일', '이', '나', '하', '세요']"
148,내얼굴에 뭐하는 거야 어서 병원이나 가!,0,"['나', '의', '얼굴', '에', '뭐', '하', '는', '거', '야', '어서', '병원', '이나', '가', '어', '!']"
149,여자들은 왜이렇게 감정기복이 심할까?,0,"['여자', '들', '은', '왜', '이렇', '게', '감정', '기복', '이', '심하', '?까', '?']"
150,너 일본 가보기나 하고 말하는거야?,0,"['너', '일본', '가', '어', '보', '기', '나', '하', '고', '말', '하', '는', '거', '이', '야', '?']"
151,나는 골수가 이건 망했네,0,"['나', '는', '골수', '가', '이거', '?', '망하', '었', '네']"
152,그니까 걍 쓰레기 같은 애들이다,0,"['그니까', '걍', '쓰레기', '같', '은', '애', '들', '이', '다']"
153,이쯤되면 좀 불쌍,0,"['이쯤', '되', '면', '좀', '불쌍']"
154,면상부터 고쳐라 도저히 못 봐주겠다,0,"['면상', '부터', '고치', '어라', '도저히', '못', '봐주', '겠', '다']"
155,제발 말하기 전에 거울부터 좀 봐라..,0,"['제발', '말', '하', '기', '전', '에', '거울', '부터', '좀', '보', '어라', '..']"
156,TV나오는 개그맨들 재수없지 않아?,0,"['TV', '나오', '는', '개그맨', '들', '재수없', '지', '않', '어', '?']"
157,난 개그맨들은 그냥 웃긴데?,0,"['나', '?', '개그맨', '들', '은', '그냥', '웃기', '?데', '?']"
158,티비 좀 그만봐~,0,"['티비', '좀', '그만', '보', '어', '~']"
159,요즘 재미있는 드라마 많이해,0,"['요즘', '재미있', '는', '드라마', '많이', '하', '어']"
160,넌 얼굴에 기름기가 왜 그렇게 많아?,0,"['너', '?', '얼굴', '에', '기름', '기', '가', '왜', '그렇', '게', '많', '어', '?']"
161,나도 모르겠어,0,"['나', '도', '모르', '겠', '어']"
162,그게 아니라 이건 예약한 손님 꺼라서 드릴 수가 없어요.,0,"['그것', '이', '아니', '라', '이거', '?', '예약', '하', '?', '손', '님', '꺼', '이', '라서', '드리', '?', '수', '가', '없', '어요', '.']"
163,개발에서 1원도 안 가졌다고 큰소리친다.,0,"[' ', '개발', '에서', '1', '원', '도', '안', '가', '어', '지', '었', '다고', '큰소리치', '?다', '.']"
164,1원이라도 받아서 뇌물죄냐?,0,"[' ', '는', '1', '원', '이', '라도', '받', '어서', '뇌물죄', '이', '냐', '?']"
165,손가락 아파서 타자도 못 치겠다,0,"['손가락', '아프', '어서', '타자', '도', '못', '치', '겠', '다']"
166,요새 너무 우울한데 상담이나 받으러 가볼까?,0,"['요새', '너무', '우울', '하', '?데', '상담', '이나', '받', '으러', '가', '어', '보', '?까', '?']"
167,나 이번에 소개팅 했는데 상대가 기독교래,0,"['나', '이번', '에', '소개팅', '하', '었', '는', '데', '상대', '가', '기독교', '래']"
168,나는 무교라서... 만나볼까 고민되네,0,"['나', '는', '무교', '이', '라서', '...', '만나', '어', '보', '?까', '고민', '되', '네']"
169,눈사람 만들러 나가자.,0,"['눈사람', '만들', '러', '나가', '자', '.']"
170,그렇지? 내가 이상한게 아니었어,0,"['그렇', '지', '?', '나', '가', '이상', '하', '?', '것', '이', '아니', '었', '어']"
171,어떤 노래 말하는거야?,0,"['어떤', '노래', '말', '하', '는', '거', '이', '야', '?']"
172,마늘 먹어서 그래.,0,"['마늘', '먹', '어서', '그렇', '어', '.']"
173,다음 주에 또 왕따 아니라고 부인하고 시작하겠지,0,"[' ', '다음', '주', '에', '또', '왕따', '아니', '라고', '부인', '하', '고', '시작', '하', '겠', '지']"
174,아니 다들 인성이 너무했잖아 그냥 폐지했음 좋겠다,0,"['아니', '다', '들', '인성', '이', '너무', '하', '었', '잖아', '그냥', '폐지', '하', '었', '음', '좋', '겠', '다']"
175,그거 장애인 차별 발언이야.,0,"['그거', '장애인', '차별', '발언', '이', '야', '.']"
176,과대 광고 너무 심하네,0,"['과대', '광고', '너무', '심하', '네']"
177,남탓 맙시다!!!! 국민이 무지해서 던진 표로 나온 결과입니다.,0,"['남', '탓', '말', '?시다', '!!!!', '국민', '이', '무지', '하', '어서', '던지', '?', '표', '로', '나오', '?', '결과', '이', '?니다', '.']"
178,고민을 심각하게 해봐야 할 것 같아. 혼란스러워서 그래.,0,"['고민', '을', '심각', '하', '게', '하', '어', '보', '어야', '하', '?', '것', '같', '어', '.', '혼란', '스럽', '어서', '그렇', '어', '.']"
179,그들이 몰려온다,0,"['그', '들', '이', '몰려오', '?다']"
180,지진 일어나겠네,0,"['지진', '일어나', '겠', '네', ' ']"
181,옆 팀 김대리 오늘도 한 판 하던데.,0,"['옆', '팀', '김', '대리', '오늘', '도', '한', '판', '하', '던데', '.']"
182,20대는 특히 그래.,0,"['20', '대', '는', '특히', '그렇', '어', '.']"
183,살인자도 인권이 있다고 저 난리네,0,"['살인자', '도', '인권', '이', '있', '다고', '저', '난리', '네']"
184,도대체 뭔 소리들인지 모르겠어,0,"['도대체', '뭔', '소리', '들', '이', '?지', '모르', '겠', '어']"
185,진짜 세금아까워 죽겠다,0,"['진짜', '세금', '아깝', '어', '죽', '겠', '다']"
186,요즘 드라마들 왜저러지,0,"['요즘', '드라마', '들', '왜', '저러', '지']"
187,죄송합니다. 다시 하겠습니다.,0,"['죄송', '하', '?니다', '.', '다시', '하', '겠', '습니다', '.']"
188,마음이 예쁜 게 제일 좋은 거 아닐까,0,"['마음', '이', '예쁘', '?', '것', '이', '제일', '좋', '은', '거', '아니', '?까']"
189,전대통령 평가했더라,0,"[' ', '전', '대통령', '평가', '하', '었', '더라']"
190,근데 진짜 임기 얼마 안남았네,0,"['근데', '진짜', '임기', '얼마', '안', '남', '었', '네']"
191,이 물건 어디서 만든 거야?,0,"['이', '물건', '어디', '서', '만들', '?', '거', '이', '야', '?']"
192,잘 모르겠는데?,0,"['잘', '모르', '겠', '는데', '?']"
193,내가 멍청하다는 거냐?,0,"['나', '가', '멍청하', '다는', '거', '이', '냐', '?']"
194,뭐 듣기나름이지 왜 열심히 하냐?,0,"['뭐', '듣', '기', '나름', '이', '지', ' ', '왜', '열심히', '하', '냐', '?']"
195,서양 남자들은 진짜 다 잘생겼다,0,"['서양', '남자', '들', '은', '진짜', '다', '잘', '생기', '었', '다']"
196,차이가 심하긴 하지,0,"[' ', '차이', '가', '심하', '기', '?', '하', '지']"
197,다음 생엔 꼭 서양에 태어나야지,0,"['다음', '생', '에', '?', '꼭', '서양', '에', '태어나', '어야지']"
198,무보수지만 기꺼이 자기 에너지를 쏟잖아,0,"['무', '보수', '이', '지만', '기꺼이', '자기', '에너지', '를', '쏟', '지', '않', '어']"
199,굳이 중국 지들이 2차 문화 대혁명 일으키겠다는데 우리야 땡큐지,0,"['굳이', '중국', '지', '들', '이', '2', '차', '문화', '대', '혁명', '일으키', '겠', '다는데', '우리', '이', '야', '땡큐', '지']"
